Simulation, Total_Death
0, 91
1, 99
2, 94
3, 91
4, 98
5, 90
6, 94
7, 90
8, 98
9, 86
10, 95
11, 96
12, 91
13, 97
14, 92
15, 91
16, 85
17, 93
18, 92
19, 85
20, 83
21, 95
22, 90
23, 93
24, 90
25, 96
26, 98
27, 89
28, 92
29, 96
30, 91
31, 90
32, 89
33, 89
34, 88
35, 89
36, 98
37, 94
38, 85
39, 85
40, 97
41, 91
42, 92
43, 95
44, 93
45, 94
46, 86
47, 98
48, 95
49, 97
