Simulation, Total_Death
0, 91
1, 93
2, 82
3, 84
4, 78
5, 87
6, 80
7, 90
8, 86
9, 79
10, 78
11, 88
12, 92
13, 89
14, 77
15, 86
16, 90
17, 94
18, 89
19, 96
20, 89
21, 86
22, 79
23, 90
24, 89
25, 81
26, 79
27, 82
28, 87
29, 93
30, 82
31, 87
32, 79
33, 90
34, 94
35, 88
36, 89
37, 91
38, 87
39, 78
40, 81
41, 84
42, 92
43, 81
44, 90
45, 78
46, 85
47, 85
48, 90
49, 78
